caseid,weight_genpop,weight_oversample,applicant2_treat,party_treat,program_treat,turnout20post,PRES_2020_why_1,PRES_2020_why_2,PRES_2020_why_3,PRES_2020_why_4,PRES_2020_why_5,PRES_2020_why_6,PRES_2020_why_7,PRES_2020_why_8,PRES_2020_why_9,PRES_2020_why_10,PRES_2020_why_11,PRES_2020_why_12,PRES_2020_why_13,PRES_2020_why_14,PRES_2020_why_other,presvote20post,presvote20post_t,turnout16,PRES_2016_why_1,PRES_2016_why_2,PRES_2016_why_3,PRES_2016_why_4,PRES_2016_why_5,PRES_2016_why_6,PRES_2016_why_7,PRES_2016_why_8,PRES_2016_why_9,PRES_2016_why_10,PRES_2016_why_11,PRES_2016_why_12,PRES_2016_why_13,PRES_2016_why_14,PRES_2016_why_other,presvote16post,presvote16post_t,AID_app_1,AID_app_2,AID_app_3,AID_app_4,AID_app_5,AID_app_6,AID_app_7,AID_app_8,AID_app_9,AID_app_10,AID_app_11,AID_app_12,AID_app_13,AID_app_14,AID_app_15,AID_app_16,AID_app_17,AID_app_18,AID_benefits_1,AID_benefits_2,AID_benefits_3,AID_benefits_4,AID_benefits_5,AID_benefits_6,AID_benefits_7,AID_benefits_8,AID_benefits_9,AID_benefits_10,AID_benefits_11,AID_benefits_12,AID_benefits_13,AID_benefits_14,AID_benefits_15,AID_benefits_16,AID_benefits_17,AID_benefits_18,COVID,GEOID,GEOFREE,GOV1,PRD1,PRD2,PRD3,PRD4,PRD5,GOV2,SE1,SE2,SE3,SE4,FT_REP,FT_REP_dk_flag,FT_DEM,FT_DEM_dk_flag,FT_WELFARE,FT_WELFARE_dk_flag,FT_AID,FT_AID_dk_flag,FT_BLACK,FT_BLACK_dk_flag,FT_WHITES,FT_WHITES_dk_flag,FT_BUREAU,FT_BUREAU_dk_flag,FT_TRUMP,FT_TRUMP_dk_flag,FT_BIDEN,FT_BIDEN_dk_flag,APP_1_amt_1,APP_2_amt_1,STATE_amt_1,FT_PROG_1,FT_PROG_1_dk_flag,PARTICIPATE_PROG,VOTE_GOV,REELECT_GOV,birthyr,gender,race,educ,marstat,employ,faminc_new,household_size,lowinc,lowinc_borderline,child18,pid3,pid7,inputstate,inputzip,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1775419185,0.753129276204077,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,3,3,city person,4,4,4,3,5,5,4,3,3,4,4,12,0,75,0,51,0,50,0,62,0,51,0,35,0,3,0,60,0,570,570,360,NA,1,3,2,2,1963,2,6,3,5,6,3,2,1,NA,2,1,1,36,13203,2,1,2,1,1,2,1,1,1,2022-04-08T02:09:03Z,2022-04-08T02:30:41Z
1776190157,0.659676085152833,NA,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,Open spaces with conveniences,4,4,4,5,3,3,3,2,3,2,3,6,0,56,0,62,0,57,0,71,0,74,0,NA,0,NA,0,83,0,900,600,0,61,0,2,1,6,1964,2,1,4,1,1,12,3,2,NA,2,1,2,44,2852,4,1,3,1,2,2,2,1,1,2022-04-08T02:23:21Z,2022-04-08T02:35:15Z
1776191541,1.24517778209217,NA,7,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,city dweller,6,5,3,3,6,6,6,3,2,1,2,2,0,90,0,85,0,85,0,80,0,75,0,4,0,1,0,90,0,750,750,0,NA,1,4,1,2,1969,1,4,5,1,1,7,2,2,NA,2,1,1,6,92116,1,1,1,1,9,6,2,4,7,2022-04-08T02:28:44Z,2022-04-08T02:39:00Z
1776178503,0.917285289875223,NA,5,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,"space/land/farms, less traffic, less noise",2,5,3,2,4,5,3,3,3,4,4,12,0,55,0,67,0,71,0,86,0,92,0,24,0,10,0,64,0,750,750,0,NA,1,3,1,3,1986,1,1,6,1,1,14,3,2,NA,1,1,4,42,17860,5,1,2,1,10,6,2,4,7,2022-04-08T02:02:40Z,2022-04-08T02:39:09Z
1776192119,0.824760556295859,NA,6,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I did vote,7,__NA__,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,Country life,4,6,4,2,6,6,1,2,4,2,2,NA,1,77,0,100,0,36,0,45,0,54,0,27,0,NA,1,NA,1,800,700,0,24,0,5,1,4,1967,2,1,5,5,1,3,2,1,NA,1,1,1,13,30520,5,1,3,1,1,1,1,1,1,2022-04-08T02:35:16Z,2022-04-08T02:42:03Z
1775931043,0.789203665024979,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,"A lot of convenience, but a little boring since I am an artist and live in what I consider a cultural wasteland!",2,5,3,4,4,3,3,2,4,2,2,14,0,87,0,54,0,53,0,80,0,82,0,51,0,6,0,77,0,700,700,100,NA,1,3,4,4,1958,2,1,5,1,2,9,2,2,NA,2,1,1,17,60008,3,1,2,1,10,6,2,4,5,2022-04-08T02:33:54Z,2022-04-08T02:43:17Z
1776166281,0.785853467670199,NA,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,Walking everywhere I need to go. Activity on the street during the day and into the night. Variety of types of businesses and public services close to residences. Access to public transportation.,4,5,2,2,4,5,6,4,4,5,3,3,0,90,0,81,0,80,0,73,0,43,0,52,0,3,0,92,0,750,750,0,100,0,1,1,1,1959,2,1,3,3,5,6,1,2,NA,2,1,1,41,97701,3,1,2,1,11,5,2,4,7,2022-04-08T02:28:59Z,2022-04-08T02:47:25Z
1776191465,0.672524866986537,NA,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,"Peace and quiet, no crime",3,3,4,3,5,4,3,4,3,5,5,11,0,75,0,56,0,59,0,75,0,75,0,54,0,2,0,96,0,800,700,0,51,0,2,2,2,1960,2,1,3,2,6,2,1,1,NA,2,1,1,39,45103,5,1,3,2,12,6,2,2,3,2022-04-08T02:27:43Z,2022-04-08T02:47:50Z
1776192147,0.657617363616523,NA,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I am a Canadian citizen,6,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I am a Canadian citizen,7,__NA__,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,I live close to anything I need to access.,3,6,2,3,6,6,3,2,5,3,3,50,0,50,0,50,0,50,0,100,0,100,0,50,0,50,0,50,0,750,750,0,75,0,1,3,3,1968,2,1,3,3,2,3,1,1,1,2,4,5,36,12901,2,2,5,4,1,2,1,1,1,2022-04-08T02:35:26Z,2022-04-08T02:48:11Z
1776178163,0.714303618828731,NA,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,4,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,"moderate homes, tree lined streets, easy access to schools, parks, stores",4,4,3,3,4,3,4,3,3,4,3,22,0,68,0,89,0,92,0,99,0,96,0,13,0,4,0,68,0,750,750,0,33,0,5,2,4,1974,2,1,5,2,6,4,2,1,1,1,3,3,34,8854,3,1,2,1,2,5,2,3,6,2022-04-08T01:58:59Z,2022-04-08T02:51:02Z
1775547359,0.857890814779359,NA,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,Cattle,5,6,3,4,6,5,4,3,5,3,3,3,0,91,0,51,0,52,0,100,0,52,0,NA,1,2,0,99,0,750,750,0,50,0,3,3,3,1963,2,1,4,6,5,97,3,3,NA,2,1,1,40,73053,5,1,1,1,11,6,2,4,7,2022-04-08T02:33:23Z,2022-04-08T02:51:07Z
1776192213,1.21099284905723,NA,5,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,convenience,4,6,3,3,6,6,2,1,3,3,2,61,0,5,0,56,0,55,0,98,0,98,0,35,0,74,0,4,0,750,750,0,77,0,1,1,2,1960,1,1,6,5,1,97,1,3,NA,2,1,1,36,12210,2,1,4,1,1,5,1,2,3,2022-04-08T02:36:13Z,2022-04-08T02:51:30Z
1776202183,1.27031333924954,NA,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,Liking to live where things are always happening,4,5,2,2,3,4,3,2,3,3,2,9,0,77,0,81,0,81,0,84,0,65,0,50,0,1,0,78,0,750,750,0,7,0,5,3,4,1994,2,1,6,5,1,6,1,2,NA,2,1,1,13,30318,1,1,2,1,9,6,2,4,7,2022-04-08T02:43:28Z,2022-04-08T02:51:53Z
1776192285,0.888893392252106,NA,6,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,nothing,4,6,2,1,6,6,5,1,2,1,2,99,0,2,0,77,0,99,0,80,0,99,0,52,0,100,0,2,0,704,704,92,82,0,1,1,2,1932,1,7,5,1,5,8,2,2,NA,2,2,7,42,19082,3,1,5,1,2,1,2,1,1,2022-04-08T02:36:57Z,2022-04-08T02:52:37Z
1776188993,1.0146896421965,NA,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,A middle-aged man wearing black knee socks and lime green Bermuda shorts.,1,4,6,2,3,NA,5,3,5,4,3,84,0,1,0,25,0,48,0,100,0,100,0,1,0,98,0,1,0,0,0,1500,7,0,6,1,6,1958,1,1,5,1,1,97,2,3,NA,2,3,5,48,75067,3,1,5,1,1,2,2,1,1,2022-04-08T02:45:31Z,2022-04-08T02:54:28Z
1776198117,0.700956830056739,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,3,__NA__,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,living in a city with lots to do & a well paying job,2,4,3,2,3,3,1,3,3,3,1,31,0,48,0,53,0,51,0,88,0,39,0,50,0,1,0,39,0,750,750,0,65,0,1,2,2,1998,2,6,5,5,1,11,4,2,NA,2,1,4,34,8873,1,1,3,2,1,4,1,1,3,2022-04-08T02:48:30Z,2022-04-08T02:56:28Z
1776201959,1.33486405152299,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,"less government, more space, freedom",1,5,4,3,5,5,3,4,5,4,3,99,0,1,0,36,0,36,0,52,0,100,0,26,0,98,0,1,0,500,500,500,31,0,5,3,4,1963,1,1,5,1,1,97,2,3,NA,2,3,5,47,38237,4,1,5,1,1,2,1,1,1,2022-04-08T02:43:03Z,2022-04-08T02:56:40Z
1776190317,0.587868705187397,NA,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,__NA__,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,"normal, average - nothing fancy",2,3,6,6,5,4,1,4,4,3,5,51,0,51,0,52,0,51,0,51,0,51,0,42,0,1,0,21,0,750,750,0,51,0,1,3,4,1988,2,1,6,1,1,11,3,2,NA,2,3,4,42,15201,3,1,3,2,2,5,2,4,7,2022-04-08T02:25:32Z,2022-04-08T02:57:03Z
1776166415,0.762730196599043,NA,7,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,Neighborhoods with families and playgrounds with activities for families to do close by that we can enjoy.,2,5,2,2,5,4,3,2,4,3,3,17,0,60,0,53,0,48,0,100,0,100,0,32,0,2,0,63,0,750,750,0,NA,1,2,3,3,1986,2,1,5,1,7,11,4,2,NA,1,1,1,22,70448,3,1,2,1,11,6,2,3,2,2022-04-08T02:44:40Z,2022-04-08T03:00:39Z
1775868045,1.10705374508375,NA,5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,__NA__,6,__NA__,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,__NA__,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,Nothing,3,3,4,3,3,4,2,5,4,4,3,52,0,51,0,NA,1,53,0,56,0,53,0,50,0,51,0,NA,1,735,746,19,46,0,3,3,3,1989,2,4,5,1,4,7,2,2,NA,2,5,8,17,60016,3,3,6,7,11,7,2,4,8,2022-04-08T02:59:55Z,2022-04-08T03:03:17Z
1776205359,0.960143091400104,NA,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,"City dweller, busy, don’t have a car, take public transit, connected to my community",4,5,3,3,3,4,2,5,4,5,3,4,0,60,0,79,0,80,0,92,0,25,0,36,0,10,0,42,0,750,750,0,10,0,6,1,6,1989,2,1,5,5,1,7,1,2,NA,2,1,2,17,60625,1,1,1,1,10,5,2,4,7,2022-04-08T03:03:05Z,2022-04-08T03:08:26Z
1776138723,1.32428298906228,NA,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I did vote,7,__NA__,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,Small town and country together since we are all so close to corn.,1,4,6,4,4,4,1,3,4,4,4,51,0,50,0,49,0,51,0,77,0,74,0,21,0,81,0,1,0,600,900,0,52,0,3,1,3,1970,2,1,3,1,4,5,2,2,NA,2,2,7,19,52577,4,1,6,4,11,6,2,4,7,2022-04-08T02:43:55Z,2022-04-08T03:08:39Z
1776205157,1.63854536703818,NA,4,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,A good hearted and kind person.,2,6,5,4,6,6,1,1,3,1,2,100,0,19,0,25,0,28,0,90,0,99,0,2,0,68,0,1,0,506,391,603,2,0,6,6,6,1975,1,1,5,1,1,10,4,2,NA,1,2,7,37,28088,4,1,5,1,1,1,1,1,1,2022-04-08T03:00:30Z,2022-04-08T03:09:08Z
1776107333,0.245416846350397,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,3,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,6,__NA__,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,Near bigger cities bedroom community,1,6,3,2,6,6,1,3,3,3,1,2,0,1,0,51,0,51,0,53,0,52,0,4,0,1,0,1,0,895,605,0,47,0,5,5,4,1957,1,1,6,1,1,12,2,2,NA,2,3,5,55,53038,4,1,4,2,11,6,2,4,6,2022-04-08T03:05:11Z,2022-04-08T03:15:51Z
1776205747,0.27853946617135,NA,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,5,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,Freedom. Open soaces.,2,5,3,3,6,3,1,2,3,3,2,50,0,31,0,43,0,36,0,50,0,53,0,18,0,42,0,17,0,745,317,438,36,0,4,4,4,1960,1,1,6,3,1,11,2,2,NA,2,3,4,27,55117,3,1,3,1,1,3,2,1,3,2022-04-08T03:08:15Z,2022-04-08T03:16:23Z
1776062747,1.13188422795134,NA,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,Get out as fast as possible,1,4,4,3,3,3,1,1,3,3,2,49,0,1,0,1,0,2,0,50,0,50,0,1,0,70,0,1,0,600,600,300,2,0,6,6,6,1977,1,1,6,1,1,11,4,2,NA,1,3,5,48,78613,3,1,5,1,1,2,1,1,3,2022-04-08T03:08:35Z,2022-04-08T03:16:54Z
1776205585,0.949274996277736,NA,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I am an immigrant and am ineligible to vote.,6,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,I am an immigrant and am not eligible to vote,7,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,"I love living in a dense, diverse, tolerant city with good public transit and many locally owned businesses",5,6,1,1,6,6,1,2,2,3,1,2,0,69,0,80,0,79,0,71,0,50,0,54,0,1,0,54,0,750,750,0,37,0,3,5,4,1985,2,1,5,1,1,11,2,2,NA,2,1,1,25,2145,1,2,1,1,12,5,2,1,2,2022-04-08T03:05:53Z,2022-04-08T03:18:01Z
1776215485,0.999364039652387,NA,6,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,"Local businesses in walking distance, knowing some neighbors",3,4,4,4,4,3,3,3,3,4,3,8,0,62,0,100,0,98,0,100,0,58,0,21,0,5,0,66,0,600,900,0,100,0,1,3,3,1996,2,4,5,5,2,3,2,1,NA,2,1,1,36,11367,3,1,1,3,6,6,2,3,7,2022-04-08T03:11:48Z,2022-04-08T03:19:00Z
1776205581,0.837146034033857,NA,7,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,I think of a suburban resident as living in a neighborhood rather than in a city or farm.,4,4,3,3,5,5,5,3,4,3,3,55,0,40,0,50,0,50,0,50,0,55,0,40,0,75,0,1,0,600,600,300,30,0,5,5,5,1976,2,7,5,5,1,3,2,1,NA,2,2,6,12,33953,2,1,4,2,2,6,2,2,2,2022-04-08T03:05:52Z,2022-04-08T03:19:31Z
1776215543,1.8631947968375,NA,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,__NA__,6,__NA__,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,__NA__,7,__NA__,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,Being around a lot of people all the time,3,4,4,2,4,4,2,3,3,2,2,59,0,86,0,76,0,73,0,92,0,68,0,56,0,11,0,75,0,750,750,0,34,0,2,2,2,1992,1,2,5,5,2,8,4,2,NA,2,1,2,36,11236,1,1,2,2,1,4,2,3,3,2022-04-08T03:12:31Z,2022-04-08T03:20:15Z
1776041363,1.08112063121651,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,2,__NA__,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,Like small town suburb with stores around and neighbors close by,3,6,2,1,6,6,1,2,6,3,1,48,0,25,0,55,0,49,0,75,0,73,0,26,0,51,0,8,0,896,604,0,NA,1,1,1,3,1981,2,1,6,3,1,5,2,2,NA,1,3,5,37,28173,3,1,4,3,1,1,1,1,1,2022-04-08T03:13:13Z,2022-04-08T03:22:37Z
1776202341,4.56258513958276,NA,3,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,health issues,6,__NA__,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,health issues,7,__NA__,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,I just like being close to everything else,2,3,3,2,5,3,1,4,4,5,3,1,0,18,0,53,0,53,0,52,0,51,0,10,0,1,0,39,0,750,750,0,65,0,1,4,4,1998,1,1,2,5,6,97,7,3,NA,2,3,3,35,87112,2,2,2,2,11,6,2,3,8,2022-04-08T02:45:34Z,2022-04-08T03:23:32Z
1776215579,0.952246774376736,NA,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__NA__,1,__NA__,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,"Having close access to a variety of entertainment, dining, and services, preferably within walking distance within my neighborhood, but ideally within a 15 minute drive from my home.",2,6,1,1,5,6,1,1,3,2,1,1,0,79,0,69,0,70,0,50,0,50,0,61,0,1,0,100,0,750,750,0,22,0,3,1,5,1979,2,1,5,1,2,9,2,2,NA,2,1,1,42,15853,4,1,1,1,9,6,2,4,7,2022-04-08T03:13:05Z,2022-04-08T03:24:59Z
